67261;Conduzir o veículo em mau estado de conservação, comprometendo a segurança;Lei Nº 9.503/97;2013-01-01 00:00:00.0;;5; ;P;Consulta ao sistema SERPRO. Veiculo flagrado com pneu xxxx, lado interno/externo em mau estado de conservação (liso) em desacordo com a resolução 558/80 do CONTRAN. CRLV xxx, retido até regularização pelo condutor, face o art. 269, § 1º, do CTB.;230 XVIII
51691;Dirigir sob a influência de álcool;Lei Nº 9.503/97;2012-12-21 00:00:00.0;;7;A;C;<null>;165
52582;Promover na via eventos organizados sem permissão;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;J;<null>;174
52661;Participar na via como condutor em competição esportiva, sem permissão;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;174
52663;Participar como condutor exib/demonst perícia em manobra de veic, s/ permissão;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;174
59080;Ultrapassar pelo acostamento;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;Consulta ao sistema Serpro. Veículo Ultrapassou outro veículo pelo acostamento.;202 I
59161;Ultrapassar em interseções;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;202 II
59162;Ultrapassar em passagem de nível;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;202 II
59320;Ultrapassar pela contramão nas faixas de pedestre;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 II
59242;Ultrapassar pela contramão nos aclives ou declives, sem visibilidade suficiente;Lei Nº 9.503/97;2014-11-11 00:00:00.0;;7; ;C;<null>;203 I
59401;Ultrapassar pela contramão nas pontes;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 III
59403;Ultrapassar pela contramão nos túneis;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 III
59591;Ultrapassar pela contramão veículo parado em fila junto sinal luminoso;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 IV
59593;Ultrapassar pela contramão veículo parado em fila junto a cruzamento;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 IV
57970;Forçar passagem entre veícs trans sent opostos na iminência realiz ultrapassagem;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;Consulta ao sistema SERPRO. Veiculo realizando ultrapassagem em local proibido(art. 132 do CPB)/permitido(art. 34 da LCP) pela sinalização forçando os condutores em sentido contrário desviarem para o acostamento.;191
59241;Ultrapassar pela contramão nas curvas sem visibilidade suficiente;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 I
59402;Ultrapassar pela contramão nos viadutos;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 III
59592;Ultrapassar pela contramão veículo parado em fila junto a cancela/porteira;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 IV
59594;Ultrapassar pela contramão veíc parado em fila junto qq impedimento à circulação;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;<null>;203 IV
59670;Ultrapassar pela contramão linha de divisão de fluxos opostos, contínua amarela;Lei Nº 9.503/97;2014-11-01 00:00:00.0;;7; ;C;Consulta ao sistema SERPRO. Veiculo realizou ultrapassagem em local proibido pela sinalização. Sinalização vertical e horizontal presente e conservada.;203 V
75790;Condutor que se recusar a se submeter a qualquer dos proc prev no art. 277 do CTB.;Lei Nº 9.503/97;2014-11-04 00:00:00.0;;7; ;C;Consulta ao sistema SERPRO. Veiculo com condutor flagrado dirigindo sob suspeita de embriaguez, recusou-se a se submeter ao teste de etilômetro. Teste de recusa 04988, Etilômetro Intoximeters inc, Alco-Sensor IV, série 077068. Veiculo liberado para condutor habilitado, CNH xxx.;277 § 3º c/c/ 165
75950;Dirigir veículo realizando cobrança de tarifa com veículo em movimento.;Lei Nº 9.503/97;2015-07-31 00:00:00.0;;4; ;C;<null>;252 VII
75870;Transitar na faixa ou via exclusiva regulam. p/ transp. públ. coletivo passageiro;Lei Nº 9.503/97;2015-07-31 00:00:00.0;;7; ;C;<null>;184 III
50020;Multa, por não identificação do condutor infrator, imposta à pessoa jurídica;Lei Nº 9.503/97;2016-02-02 00:00:00.0;;0; ;P;<null>;257 § 8º
50371;Dirigir veículo com CNH de categoria diferente da do veículo;Lei Nº 9.503/97;;;7; ;C;<null>;162 III
50531;Dirigir veículo sem usar lentes corretoras de visão;Lei Nº 9.503/97;;;7; ;C;<null>;162 VI
50533;Dirigir veículo sem usar aparelho auxiliar de prótese física;Lei Nº 9.503/97;;;7; ;C;<null>;162 VI
50881;Entregar veículo a pessoa com CNH de categoria diferente da do veículo;Lei Nº 9.503/97;;;7; ;P;<null>;163 c/c 162 III	
51001;Entregar o veículo a pessoa sem usar lentes corretoras de visão;Lei Nº 9.503/97;;;7; ;P;<null>;163 c/c 162 VI
51003;Entregar o veículo a pessoa sem aparelho de prótese física;Lei Nº 9.503/97;;;7; ;P;<null>;163 c/c 162 VI
51341;Permitir posse/condução veíc a pessoa com CNH categoria diferente da do veículo;Lei Nº 9.503/97;;;7; ;P;<null>;164 c/c 162 III
51501;Permitir posse/condução do veículo a pessoa sem usar lentes corretoras de visão;Lei Nº 9.503/97;;;7; ;P;<null>;164 c/c 162 VI
51503;Permitir posse/condução do veículo a pessoa sem usar aparelho de prótese física;Lei Nº 9.503/97;;;7; ;P;<null>;164 c/c 162 VI
51852;Deixar o passageiro de usar o cinto segurança;Lei Nº 9.503/97;;;5; ;C;Consulta ao sistema SERPRO. Veiculo com passageiro do banco dianteiro e traseiro sem cinto de segurança.;167
52070;Dirigir sem atenção ou sem os cuidados indispensáveis à segurança;Lei Nº 9.503/97;;;3; ;C;Consulta ao sistema SERPRO. Veiculo com condutor flagrado transitando com a viseira totalmente levantada e sem Óculos de proteção com película em desacordo com a resolução 453/13 do CONTRAN. Regularizado /ou/ Veículo retido face o art. 269, paragrafo 1º, do CTB. Local: KM xx+444m;169
52151;Dirigir ameaçando os pedestres que estejam atravessando a via pública;Lei Nº 9.503/97;;;7; ;C;<null>;170
52232;Usar veículo para arremessar sobre os veículos água ou detritos;Lei Nº 9.503/97;;;4; ;C;<null>;171
52311;Atirar do veículo objetos ou substâncias;Lei Nº 9.503/97;;;4; ;C;<null>;172
52900;Deixar o cond envolvido em acid, de adotar provid p/ evitar perigo p/o trânsito;Lei Nº 9.503/97;;;7; ;C;<null>;176 II
53120;Deixar o cond envolvido em acid, de remover o veíc local qdo determ polic/agente;Lei Nº 9.503/97;;;7; ;C;<null>;176 IV
53390;Deixar o cond de prestar socorro vítima acid de trânsito, qdo solicit p/ agente;Lei Nº 9.503/97;;;5; ;C;<null>;177
53550;Fazer ou deixar que se faça reparo em veíc, em rodovia e via de trânsito rápido;Lei Nº 9.503/97;;;5; ;C;<null>;179 I
53710;Ter seu veículo imobilizado na via por falta de combustível;Lei Nº 9.503/97;;;4; ;C;<null>;180
53980;Estacionar afastado da guia da calçada (meio-fio) de 50cm a 1m;Lei Nº 9.503/97;;;3; ;C;<null>;181 II
54100;Estacionar em desacordo com as posições estabelecidas no CTB;Lei Nº 9.503/97;;;4; ;C;<null>;181 IV
54281;Estacionar na pista de rolamento das estradas;Lei Nº 9.503/97;;;7; ;C;<null>;181 V
54283;Estacionar na pista de rolamento das vias de trânsito rápido;Lei Nº 9.503/97;;;7; ;C;<null>;181 V
54360;Estacionar junto/sobre hidr de incêndio, reg de água/tampa de poço visit gal sub;Lei Nº 9.503/97;;;4; ;C;<null>;181 VI
54522;Estacionar sobre faixa destinada a pedestre;Lei Nº 9.503/97;;;5; ;C;<null>;181 VIII
54524;Estacionar nas ilhas ou refúgios;Lei Nº 9.503/97;;;5; ;C;<null>;181 VIII
54790;Estacionar impedindo a movimentação de outro veículo;Lei Nº 9.503/97;;;4; ;C;<null>;181 X
54950;Estacionar na área de cruzamento de vias;Lei Nº 9.503/97;;;5; ;C;<null>;181 XII
55172;Estacionar nas pontes;Lei Nº 9.503/97;;;5; ;C;<null>;181 XIV
55250;Estacionar na contramão de direção;Lei Nº 9.503/97;;;4; ;C;<null>;181 XV
55680;Estacionar o veículo em locais e horários de estacionamento e parada proibida pela sinalização;Lei Nº 9.503/97;;;5; ;C;<null>;181 XIX
55840;Parar afastado da guia da calçada (meio-fio) de 50cm a 1m;Lei Nº 9.503/97;;;3; ;C;<null>;182 II
56060;Parar em desacordo com as posições estabelecidas no CTB;Lei Nº 9.503/97;;;3; ;C;<null>;182 IV
56141;Parar na pista de rolamento das estradas;Lei Nº 9.503/97;;;5; ;C;<null>;182-V
56143;Parar na pista de rolamento das vias de trânsito rápido;Lei Nº 9.503/97;;;5; ;C;<null>;182-V
56222;Parar sobre faixa destinada a pedestres;Lei Nº 9.503/97;;;3; ;C;<null>;182 VI
56300;Parar na área de cruzamento de vias;Lei Nº 9.503/97;;;4; ;C;<null>;182 VII
56491;Parar nos viadutos;Lei Nº 9.503/97;;;4; ;C;<null>;182 VIII
56493;Parar nos túneis;Lei Nº 9.503/97;;;4; ;C;<null>;182 VIII
56650;Parar em local/horário proibidos especificamente pela sinalização;Lei Nº 9.503/97;;;4; ;C;<null>;182 X
56731;Parar sobre faixa de pedestres na mudança de sinal luminoso;Lei Nº 9.503/97;;;4; ;C;<null>;183
56810;Transitar na faixa/pista da direita regul circulação exclusiva determ veículo;Lei Nº 9.503/97;;;3; ;C;<null>;184 I
57030;Deixar de conservar o veículo na faixa a ele destinada pela sinalização de regul;Lei Nº 9.503/97;;;4; ;C;<null>;185 I
57200;Transitar pela contramão de direção em via com duplo sentido de circulação;Lei Nº 9.503/97;;;5; ;C;<null>;186 I
57462;Transitar em local/horário não permitido pela regulamentação -rodízio;Lei Nº 9.503/97;;;4; ;C;<null>;187 I
57704;Deixar de dar passagem a veíc de operação e fiscalização de trânsito devid ident;Lei Nº 9.503/97;;;7; ;C;<null>;189
57890;Seguir veículo em serv urgência devid identific p/ alarme sonoro/ilum vermelha;Lei Nº 9.503/97;;;5; ;C;<null>;190
58000;Deixar guardar dist segurança lat/front entre seu veíc e demais e ao bordo pista;Lei Nº 9.503/97;;;5; ;C;<null>;192
58191;Transitar com o veículo em calçadas, passeios;Lei Nº 9.503/97;;;7; ;C;<null>;193
58193;Transitar com o veículo em ajardinamentos, gramados, jardins públicos;Lei Nº 9.503/97;;;7; ;C;<null>;193
58195;Transitar com o veículo em ilhas, refúgios;Lei Nº 9.503/97;;;7; ;C;<null>;193
58197;Transitar com o veículo em acostamentos;Lei Nº 9.503/97;;;7; ;C;<null>;193
58270;Transitar em marcha ré, salvo na distância necessária a pequenas manobras;Lei Nº 9.503/97;;;5; ;C;<null>;194
58432;Deixar de indicar c/ antec, med gesto de braço/luz indicadora, manobra de parar;Lei Nº 9.503/97;;;5; ;C;<null>;196
58434;Deixar de indicar c/ antec, med gesto de braço/luz indicadora, mudança de faixa;Lei Nº 9.503/97;;;5; ;C;<null>;196
58511;Deixar de deslocar c/antecedência veíc p/ faixa mais à esquerda qdo for manobrar;Lei Nº 9.503/97;;;4; ;C;<null>;197
58600;Deixar de dar passagem pela esquerda quando solicitado;Lei Nº 9.503/97;;;4; ;C;<null>;198
59750;Deixar de parar no acostamento à direita, p/ cruzar pista ou entrar à esquerda;Lei Nº 9.503/97;;;5; ;C;Consulta ao sistema SERPRO. Veiculo seguia o fluxo e cruzou a pista diretamente sem parar no acostamento. Acostamento presente no local e em bom estado de conservação.;204
59910;Executar operação de retorno em locais proibidos pela sinalização;Lei Nº 9.503/97;;;7; ;C;<null>;206 I
60091;Executar operação de retorno nas curvas;Lei Nº 9.503/97;;;7; ;C;<null>;206 II
60093;Executar operação de retorno nas pontes;Lei Nº 9.503/97;;;7; ;C;<null>;206 II
60095;Executar operação de retorno nos túneis;Lei Nº 9.503/97;;;7; ;C;<null>;206 II
60172;Executar operação de retorno passando por cima de ilha, refúgio;Lei Nº 9.503/97;;;7; ;C;<null>;206 III
60174;Executar operação de retorno passando por cima de canteiro de divisor de pista;Lei Nº 9.503/97;2006-09-05 00:00:00.0;;7; ;C;<null>;206 III
60176;Executar operação de retorno passando por cima de faixa de veíc não motorizados;Lei Nº 9.503/97;;;7; ;C;<null>;206 III
60330;Executar retorno c/prejuízo da circulação/segurança ainda que em local permitido;Lei Nº 9.503/97;;;7; ;C;<null>;206 V
60502;Avançar o sinal de parada obrigatória;Lei Nº 9.503/97;;;7; ;C;Veículo não obedeceu à sinalização de parada obrigatória (placa R-1), no Km 249 + 300m. Sinalizações verticais e horizontais presentes e nítidas.;208
60682;Deixar de adentrar às áreas destinadas à pesagem de veículos;Lei Nº 9.503/97;;;5; ;C;Veículo deixou de efetuar a pesagem obrigatória. Condutor retornou com o veículo ao ponto de pesagem.;209
60760;Transpor bloqueio viário policial;Lei Nº 9.503/97;;;7; ;C;Veículo abordado. O condutor, ao receber ordem de parada, acelerou e empreendeu fuga. Pista sinalizada com cones e cavaletes. Condutor enquadrado no art. 34 da LCP. Combinado com os AIT no x (art. 220*II) e no x (art. 208).;210
60841;Ultrapassar veículos motorizados em fila, parados em razão de sinal luminoso;Lei Nº 9.503/97;;;5; ;C;<null>;211
60843;Ultrapassar veíc motorizados em fila parados em razão de bloqueio viário parcial;Lei Nº 9.503/97;;;5; ;C;<null>;211
60920;Deixar de parar o veículo antes de transpor linha férrea;Lei Nº 9.503/97;;;7; ;C;<null>;212
61220;Deixar de dar preferência a pedestre/veic ñ motorizado na faixa a ele destinada;Lei Nº 9.503/97;;;7; ;C;<null>;214 I
61490;Deixar de dar preferência a pedestre port deficiência fís/criança/idoso/gestante;Lei Nº 9.503/97;;;7; ;C;<null>;214 III
