-18.176323;-39.918858;101;0.0
-18.184418;-39.921980;101;1.0
-18.193000;-39.922940;101;2.0
-18.206012;-39.935238;101;4.0
-18.211297;-39.942487;101;5.0
-18.227603;-39.944512;101;7.0
-18.230070;-39.952442;101;8.0
-18.247182;-39.953792;101;10.0
-18.272848;-39.959882;101;13.0
-18.280980;-39.957702;101;14.0
-18.288477;-39.954077;101;15.0
-18.312997;-39.954713;101;18.0
-18.325160;-39.958410;101;20.0
-18.343075;-39.959080;101;22.0
-18.394063;-39.940913;101;28.0
-18.456130;-39.930438;101;35.0
-18.508178;-39.915997;101;41.0
-18.559922;-39.900218;101;47.0
-18.594547;-39.889693;101;51.0
-18.629097;-39.879287;101;55.0
-18.672328;-39.866442;101;060.0
-18.680937;-39.863847;101;061.0
-18.689973;-39.861542;101;062.0
-18.698092;-39.864785;101;062.950
-18.709080;-39.877518;101;065.0
-18.715740;-39.875478;101;065.92
-18.792342;-39.884765;101;76.0
-18.814072;-39.901168;101;79.0
-18.828898;-39.912350;101;81.0
-18.858228;-39.934283;101;85.0
-18.881763;-39.948185;101;88.0
-18.906503;-39.960122;101;91.0
-18.939200;-39.975897;101;95.0
-18.963920;-39.987727;101;98.0
-18.996712;-40.003293;101;102.0
-19.029663;-40.019022;101;106.0
-19.095137;-40.051092;101;114.0
-19.128048;-40.067327;101;118.0
-19.168810;-40.087408;101;123.0
-19.203458;-40.095437;101;127.0
-19.212077;-40.094538;101;128.0
-19.221377;-40.093545;101;129.0
-19.230597;-40.092643;101;130.0
-19.239718;-40.091683;101;131.0
-19.257250;-40.089847;101;133.0
-19.275208;-40.087873;101;135.0
-19.293100;-40.085960;101;137.0
-19.304790;-40.082712;101;138.4
-19.310007;-40.080348;101;139.0
-19.314627;-40.077668;101;139.6
-19.317632;-40.075845;101;140.0
-19.318372;-40.075710;101;140.1
-19.324667;-40.072897;101;140.8
-19.326003;-40.072433;101;141.0
-19.334287;-40.067737;101;142.0
-19.342712;-40.063902;101;143.0
-19.352112;-40.063592;101;144.0
-19.369700;-40.065440;101;146.0
-19.379087;-40.066440;101;147.0
-19.389140;-40.067575;101;148.0
-19.417160;-40.068348;101;151.0
-19.418983;-40.070548;101;152.0
-19.423442;-40.078850;101;153.0
-19.453793;-40.099927;101;157.0
-19.461163;-40.105022;101;158.0
-19.468767;-40.110563;101;159.0
-19.472383;-40.111830;101;159.4
-19.480158;-40.115893;101;160.4
-19.483512;-40.119690;101;161.0
-19.487443;-40.124112;101;161.6
-19.490528;-40.126538;101;162.0
-19.494565;-40.129390;101;162.5
-19.506400;-40.134958;101;164.0
-19.518433;-40.143358;101;165.6
-19.527575;-40.152467;101;167.0
-19.542545;-40.163147;101;169.0
-19.558973;-40.174343;101;171.2
-19.561213;-40.176478;101;171.6
-19.567162;-40.180445;101;172.0
-19.572868;-40.184338;101;173.0
-19.580590;-40.187880;101;174.0
-19.587687;-40.191260;101;174.8
-19.588732;-40.192152;101;175.0
-19.597305;-40.200333;101;176.3
-19.616537;-40.215447;101;179.0
-19.623868;-40.220790;101;180.0
-19.640942;-40.233177;101;182.3
-19.641622;-40.233455;101;182.4
-19.652857;-40.231823;101;183.7
-19.654060;-40.233038;101;183.9
-19.660310;-40.240758;101;185.0
-19.664655;-40.248788;101;186.0
-19.667553;-40.253620;101;186.6
-19.670582;-40.256088;101;187.0
-19.675933;-40.264580;101;188.2
-19.676920;-40.266140;101;188.4
-19.681218;-40.270368;101;189.0
-19.681337;-40.270447;101;189.0
-19.684745;-40.274702;101;189.7
-19.685538;-40.278230;101;190.0
-19.685887;-40.282158;101;190.5
-19.689072;-40.286987;101;191.0
-19.691867;-40.290702;101;191.5
-19.693772;-40.294665;101;192.0
-19.700740;-40.309013;101;193.7
-19.701102;-40.312202;101;194.0
-19.701917;-40.321547;101;195.0
-19.702587;-40.328803;101;195.8
-19.704915;-40.332568;101;196.3
-19.711313;-40.334353;101;197.0
-19.715877;-40.336358;101;196.6
-19.716725;-40.344313;101;198.5
-19.717067;-40.340272;101;198.0
-19.718083;-40.349030;101;199.0
-19.723765;-40.354910;101;199.8
-19.726398;-40.356168;101;200.0
-19.733202;-40.361023;101;201.0
-19.739743;-40.364890;101;201.9
-19.743187;-40.365213;101;202.3
-19.743796;-40.365817;101;202.4
-19.744580;-40.371665;101;203.0
-19.953790;-40.408498;101;232.0
-19.971498;-40.408582;101;234.0
-20.017382;-40.403692;101;240.0
-20.067903;-40.368517;101;247.0
-20.075410;-40.352160;101;249.0
-20.089703;-40.342682;101;251.0
-20.097903;-40.338672;101;252.0
-20.111223;-40.326260;101;254.0
-20.131038;-40.295662;101;258.0
-20.158547;-40.276417;101;262.0
-20.166767;-40.272160;101;263.0
-20.174088;-40.266863;101;264.0
-20.182970;-40.266003;101;265.0
-20.191330;-40.268437;101;266.0
-20.199843;-40.268972;101;267.0
-20.208403;-40.269477;101;268.0
-20.217457;-40.270003;101;269.0
-20.226127;-40.270565;101;270.0
